GNAME|GNTYPE|LATDMS|LONDMS|ELEV|TOWNNAME
Oak Hill|Summit|43.86589660|-73.05011270|475|LEICESTER
Oak Hill|Summit|43.87811830|-73.08261350|306|LEICESTER
Oak Hill Cemetery|Cemetery|42.77174600|-73.23510820|201|POWNAL
Oak Hill School|School|42.76841260|-73.23705260|182|POWNAL
Ober Hill|Summit|43.07507860|-72.67731570|497|TOWNSHEND
Okemo State Forest|Forest|43.39923880|-72.75204220|873|MOUNT HOLLY
Old Bennington|Populated Place|42.88341200|-73.21344130|244|BENNINGTON
Old Job|Locale|43.35368400|-72.92871330|529|MOUNT TABOR
Old Sixty Hill|Summit|43.98645230|-72.83455470|526|GRANVILLE
Old Stage Trail|Trail|42.84730240|-73.07510390|747|WOODFORD
Ormsby Hill School|School|43.14340990|-73.09010510|306|MANCHESTER
Our Lady of the Snows Church|Church|44.17089280|-72.83150410|224|WAITSFIELD
Owls Head|Summit|43.24340860|-73.05788210|746|DORSET
Packer Cemetery|Cemetery|43.45673760|-72.84482310|477|MOUNT HOLLY
Paper Mill Village|Populated Place|42.91174510|-73.23566420|174|BENNINGTON
Paran Creek|Stream|42.91257830|-73.24594230|165|BENNINGTON
"Paran| Lake"|Lake|42.93285610|-73.23371990|196|BENNINGTON
Park Lawn Cemetery|Cemetery|42.86646790|-73.19399620|262|BENNINGTON
Parris Hill|Summit|43.34618430|-73.08538320|805|DANBY
Patch Brook|Stream|43.46423760|-72.70287470|330|PLYMOUTH
Patch Pond|Lake|43.63090110|-72.98232930|184|RUTLAND
Patterson Brook|Stream|43.99367420|-72.86594450|382|GRANVILLE
Peabody Hill|Summit|43.32507350|-72.83732160|858|WESTON
Peaked Mountain|Summit|43.04924590|-72.65370390|379|TOWNSHEND
Perkins Brook|Stream|43.84450960|-72.84899640|326|ROCHESTER
Perkins Brook|Stream|43.87173130|-72.88483130|329|ROCHESTER
Peru|Populated Place|43.22979750|-72.89787810|512|PERU
Peru Peak|Summit|43.29451850|-72.93787960|1037|PERU
Pete Parent Peak|Summit|43.32174020|-72.90454570|900|MOUNT TABOR
Peters Four Corners|Locale|42.96230020|-73.24844260|253|SHAFTSBURY
Philadelphia Peak|Summit|43.90006420|-72.88594300|965|HANCOCK
Pickerel Pond|Lake|43.20646460|-73.01954800|225|MANCHESTER
Pico Peak|Summit|43.63951240|-72.83621450|1195|KILLINGTON
Pico Pond|Lake|43.64895690|-72.81232510|659|KILLINGTON
Pike Cemetery|Cemetery|43.01535670|-72.89426610|553|STRATTON
Pike Hollow|Valley|43.02563440|-72.87759900|497|STRATTON
Pikes Falls|Populated Place|43.09702200|-72.85509860|455|JAMAICA
Pine Brook|Stream|42.91980210|-72.97065680|556|SEARSBURG
Pine Brook|Stream|44.20755910|-72.79511560|201|WAITSFIELD
Pine Brook|Stream|43.87367550|-72.90844300|366|ROCHESTER
Pine Gap|Gap|43.90256410|-72.89622110|785|HANCOCK
Pine Hill|Summit|43.96283930|-73.06983720|414|MIDDLEBURY
Pine Hill Cemetery|Cemetery|43.81673020|-73.10094580|171|BRANDON
Pine Hill Park|Park|43.61784580|-72.99705170|247|RUTLAND CITY
Piper Brook|Stream|43.92867490|-72.88399910|322|HANCOCK
Pittsfield|Populated Place|43.77228840|-72.81288280|267|PITTSFIELD
Plain School|School|43.94728370|-73.08955940|173|SALISBURY
Pleasant View Cemetery|Cemetery|43.10035560|-72.77370730|212|JAMAICA
"Pleasant| Mount"|Summit|43.88839570|-73.09233600|276|LEICESTER
"Pleasant| Mount"|Summit|44.14866960|-72.99761780|605|LINCOLN
Pleiad Lake|Lake|43.93395210|-72.95788980|655|HANCOCK
Podunk|Populated Place|43.00869030|-72.85870950|585|WARDSBORO
Pond Brook|Stream|44.28199850|-73.11817810|99|HINESBURG
Pownal|Populated Place|42.76563500|-73.23594150|177|POWNAL
Pownal Center|Populated Place|42.79646820|-73.22316340|295|POWNAL
Prentiss Brook|Stream|43.26701950|-73.11899450|258|DORSET
Prentiss Pond|Lake|43.25174210|-73.10538300|285|DORSET
Proctor Hill|Summit|43.47645950|-72.77176570|664|MOUNT HOLLY
Proctor Lookout|Locale|43.83506420|-73.01844480|518|GOSHEN
Prospect Cemetery|Cemetery|43.97756080|-73.10594920|129|MIDDLEBURY
Prospect Hill|Populated Place|43.65701180|-72.97371840|241|RUTLAND
Prospect Mountain|Summit|42.87452430|-73.06704820|835|WOODFORD
Prospect Rock|Summit|43.15396530|-73.00871440|576|MANCHESTER
Prospect Rock|Summit|44.07728270|-72.95428180|568|LINCOLN
Puss and Kill Brook|Stream|43.80450950|-72.97205430|549|CHITTENDEN
Southwestern Medical Center|Hospital|42.87424560|-73.20677440|239|BENNINGTON
Quimby Brook|Stream|43.67256770|-72.77926900|365|KILLINGTON
Quimby Mountain|Summit|43.68701200|-72.75093520|792|KILLINGTON
Rake Branch|Stream|42.93869070|-72.98010170|567|SOMERSET
Rams Head|Summit|43.62534610|-72.82315830|1091|KILLINGTON
Randolph Gap|Gap|43.87673200|-72.75677260|699|ROCHESTER
Ranney Brook|Stream|43.07702290|-72.70787200|154|TOWNSHEND
"Raponda| Lake"|Lake|42.87508120|-72.81759650|558|WILMINGTON
Rattlesnake Mountain|Summit|43.07535630|-72.68981600|474|TOWNSHEND
Rattlesnake Point|Cliff|43.91450680|-73.06011380|460|SALISBURY
Rawsonville|Populated Place|43.14591010|-72.84037610|348|JAMAICA
Readsboro|Populated Place|42.77174880|-72.94732190|382|READSBORO
Readsboro Falls|Populated Place|42.80341490|-72.97482290|529|READSBORO
Red Brook|Stream|43.14674340|-72.86871030|384|WINHALL
Red Mill Pond|Lake|42.88924670|-73.02760280|683|WOODFORD
Red Mill Pond Brook|Stream|42.89508010|-73.00815780|646|SEARSBURG
Red Mountain|Summit|43.10813260|-73.16816240|861|ARLINGTON
Redfield Brook|Stream|42.91813540|-73.00149100|590|SEARSBURG
"Reeder| Mount"|Summit|43.87395380|-72.83233000|694|ROCHESTER
Reservoir Brook|Stream|42.84119180|-73.03121370|620|WOODFORD
Rest Haven Cemetery|Cemetery|43.20840900|-72.78481930|363|LONDONDERRY
Rice Brook|Stream|44.13644880|-72.88011520|409|WARREN
Rice Hill|Summit|42.97841300|-72.82870840|892|DOVER
Rice Mountain|Summit|44.05645120|-72.80150020|923|ROXBURY
Richville|Populated Place|43.15590970|-73.05177080|201|MANCHESTER
Ricker Dam|Dam|42.98341210|-73.00871400|626|GLASTENBURY
Riford Brook|Stream|43.94339810|-72.71038390|220|BRAINTREE
Ripton|Populated Place|43.97367300|-73.03400330|321|RIPTON
Riverside Cemetery|Cemetery|43.00174690|-72.63536990|138|BROOKLINE
Riverside Cemetery|Cemetery|43.23007530|-72.81398680|348|LONDONDERRY
Riverside Cemetery|Cemetery|43.66673450|-72.77482440|364|KILLINGTON
Riverside Cemetery|Cemetery|44.08450290|-73.11178490|94|NEW HAVEN
Riverview Cemetery|Cemetery|42.87646990|-72.85981990|482|WILMINGTON
Roaring Branch|Stream|42.83730170|-73.16566190|303|BENNINGTON
Roaring Branch|Stream|43.07507740|-73.14066190|208|ARLINGTON
Roaring Branch Walloomsac Brook|Stream|42.89341200|-73.20232990|189|BENNINGTON
Roaring Brook|Stream|42.75619260|-73.06426960|335|STAMFORD
Roaring Brook|Stream|43.47145940|-72.98066020|180|WALLINGFORD
Roaring Brook|Stream|43.65895680|-72.77065750|360|KILLINGTON
Robbins Branch|Stream|43.92950810|-72.89844390|341|HANCOCK
Robinson|Populated Place|43.85923150|-72.87233070|302|ROCHESTER
Robinson Elementary School|School|44.22394500|-73.05789810|205|STARKSBORO
Rochester|Populated Place|43.87450940|-72.80788490|263|ROCHESTER
Rock River|Stream|42.94730300|-72.64203660|108|NEWFANE
Rockville|Populated Place|44.24561110|-73.06428760|166|STARKSBORO
Rocky Dale|Populated Place|44.12922500|-73.04900700|194|BRISTOL
Roger Hill|Summit|43.46534850|-72.86426810|484|MOUNT HOLLY
Rogers Brook|Stream|43.85145420|-72.80149540|252|ROCHESTER
Rogers Peak|Summit|43.83978780|-72.78260580|670|ROCHESTER
Romance Mountain|Summit|43.88145270|-72.98427830|926|GOSHEN
"Roosevelt| Mount"|Summit|44.02033990|-72.91789080|1068|RIPTON
Rose Brook|Stream|42.88563630|-72.89482100|504|WILMINGTON
Round Mountain|Summit|43.81562090|-72.88455230|1016|CHITTENDEN
Round Pinnacle|Summit|43.68840080|-72.78510290|516|KILLINGTON
Roxbury Gap|Gap|44.10922800|-72.78789040|728|WARREN
Roxbury State Forest|Forest|44.05589620|-72.72955410|465|ROXBURY
Rupert State Forest|Forest|43.23674240|-73.12899460|647|RUPERT
Russell Brook|Stream|43.47757050|-72.85649020|368|MOUNT HOLLY
Rutland|Populated Place|43.61062370|-72.97260650|195|RUTLAND CITY
Rutland City Forest|Forest|43.63895680|-72.89704940|494|MENDON
Rutland City Reservoir|Reservoir|43.64840090|-72.94510640|282|RUTLAND
Sable Mountain|Summit|43.74423350|-72.76899220|795|STOCKBRIDGE
Sadawga Lake|Lake|42.78036000|-72.87620880|505|WHITINGHAM
Sage Hill|Summit|43.09035550|-72.86287650|637|JAMAICA
Saint Dennis Church|Church|43.75534420|-72.82066050|277|PITTSFIELD
Saint Jeromes Church|Church|43.24090840|-73.00538110|251|DORSET
Saint Therese Cemetery|Cemetery|44.02561660|-73.02289310|443|RIPTON
Salisbury|Populated Place|43.89645110|-73.09983630|137|SALISBURY
Salisbury Cemetery|Cemetery|43.91089510|-73.11289240|151|SALISBURY
Salisbury Swamp|Swamp|43.89061740|-73.13400340|111|SALISBURY
Sanderson Bridge|Bridge|43.78950820|-73.11150090|106|BRANDON
Sandusky Brook|Stream|44.02784110|-72.75760960|257|GRANVILLE
Satans Kingdom|Populated Place|43.87645190|-73.06427970|197|LEICESTER
School Number 1|School|43.86450740|-73.07566860|183|LEICESTER
School Number 2|School|43.86395170|-73.09261330|153|LEICESTER
School Number 5|School|43.03313420|-72.89482180|554|STRATTON
Scrag Mountain|Summit|44.15644930|-72.77316930|863|WAITSFIELD
Scrub Hill|Summit|42.80452480|-73.10788230|880|STAMFORD
Seager Hill|Summit|43.77173070|-73.11650070|244|BRANDON
Searsburg|Populated Place|42.89035820|-72.95232280|523|SEARSBURG
Searsburg Reservoir|Reservoir|42.90230250|-72.95037830|537|SEARSBURG
Seymour Brook|Stream|43.87978420|-73.13178090|106|LEICESTER
Shaftsbury|Populated Place|43.00868900|-73.19121900|280|SHAFTSBURY
Shaftsbury Center|Populated Place|42.98257800|-73.20649700|332|SHAFTSBURY
"Shaftsbury| Lake"|Reservoir|43.02035560|-73.18288530|258|SHAFTSBURY
Shatterack Mountain|Summit|43.13674380|-72.77981880|605|JAMAICA
Shaw Hill|Summit|43.70562280|-72.78454750|815|KILLINGTON
Shaw Hill Brook|Stream|43.68645640|-72.79093630|376|KILLINGTON
Sheep Hill|Summit|42.74508100|-73.11065980|595|STAMFORD
Shep Meadow|Flat|42.99341210|-72.98343550|633|SOMERSET
Shepard Brook|Stream|44.22700320|-72.78289370|191|WAITSFIELD
Sherburne Center|Populated Place|43.65923460|-72.77399090|382|KILLINGTON
Sherburne Pass|Gap|43.66367880|-72.83288140|656|KILLINGTON
Sherburne Valley School|School|43.67534550|-72.77954690|372|KILLINGTON
Sherman Cemetery|Cemetery|42.74897140|-72.92509890|341|WHITINGHAM
Silent Cliff|Cliff|43.93367440|-72.94372290|718|HANCOCK
Silver Lake|Reservoir|43.89145180|-73.05316870|381|LEICESTER
Simpson Brook|Stream|43.06980100|-72.65453730|207|TOWNSHEND
Simpsonville|Populated Place|43.07257870|-72.64981500|217|TOWNSHEND
Skinner Hollow|Valley|43.13396560|-73.09371630|244|MANCHESTER
Skylight Pond|Lake|43.98672930|-72.93511270|1020|RIPTON
Skylight Pond Trail|Trail|43.98756250|-72.95066860|733|RIPTON
Slab Bridge Brook|Stream|43.79228790|-72.88455180|451|CHITTENDEN
Sleepy Hollow|Valley|42.88063620|-72.95426720|561|SEARSBURG
Slide Brook|Stream|44.17867000|-72.88289410|333|FAYSTON
Smalley Swamp|Swamp|43.79839760|-73.06011150|139|BRANDON
Smith Brook|Stream|43.85200900|-72.92288730|447|ROCHESTER
Smith Brook|Stream|42.96480280|-72.64787010|115|NEWFANE
Smith Cemetery|Cemetery|44.19838930|-73.11067620|168|MONKTON
Snow Cemetery|Cemetery|42.96230190|-72.87537640|575|DOVER
Snow School|School|42.94730070|-73.17455160|368|SHAFTSBURY
Snow Valley Ski Area|Area|43.19452020|-72.97565800|669|WINHALL
"Snow| Mount"|Summit|42.95896850|-72.92371120|1091|SOMERSET
Somerset|Populated Place|42.95035720|-72.98649080|580|SOMERSET
Somerset Reservoir|Reservoir|42.97369030|-72.95065660|634|SOMERSET
Souphouse Flat|Flat|43.84812030|-72.92677620|471|ROCHESTER
South Alder Brook|Stream|43.04980000|-73.04177050|693|SUNDERLAND
South Bourn Shelter|Locale|43.10341040|-73.00510310|790|SUNDERLAND
South Branch Deerfield River|Stream|42.74536040|-72.92648770|339|WHITINGHAM
South Branch Middlebury River|Stream|43.97422850|-73.03567010|319|RIPTON
South Branch Saxtons River|Stream|43.16952130|-72.60342520|248|GRAFTON
South Branch Tweed River|Stream|43.75006650|-72.82066030|279|PITTSFIELD
South Buckball Peak|Summit|43.33785100|-72.94176900|870|MOUNT TABOR
South Dorset|Populated Place|43.22257560|-73.07343800|274|DORSET
South Duxbury|Populated Place|44.24866940|-72.78650550|224|DUXBURY
South End|Populated Place|43.31729580|-72.99260370|228|MOUNT TABOR
South Fayston Cemetery|Cemetery|44.19866980|-72.85233860|492|FAYSTON
South Fork Roaring Branch|Stream|43.04063340|-73.08732730|462|SUNDERLAND
South Hill|Summit|43.74201110|-72.80593760|673|STOCKBRIDGE
South Hill|Summit|43.76034430|-72.79454880|631|STOCKBRIDGE
South Hill Cemetery|Cemetery|43.06757840|-72.78898530|402|JAMAICA
South Hill Cemetery|Cemetery|43.74062230|-72.78815930|584|STOCKBRIDGE
South Hollow Cemetery|Cemetery|43.96478610|-72.81233150|477|GRANVILLE
South Lincoln|Populated Place|44.07144940|-72.97261550|389|LINCOLN
South Londonderry|Populated Place|43.19285380|-72.81426440|321|LONDONDERRY
South Mountain|Summit|44.09950340|-73.04928410|690|BRISTOL
South Mountain|Summit|43.37701690|-72.76426450|966|MOUNT HOLLY
South Pond|Lake|43.71590010|-72.87510570|691|CHITTENDEN
South Pond Brook|Stream|42.94452380|-73.01399160|621|GLASTENBURY
South Pond Trail|Trail|43.71534460|-72.88621710|561|CHITTENDEN
South Shaftsbury|Populated Place|42.94646720|-73.21066370|227|SHAFTSBURY
South Starksboro|Populated Place|44.16255800|-73.01372940|337|STARKSBORO
South Stream|Stream|42.87146800|-73.18316260|225|BENNINGTON
South Village Cemetery|Cemetery|43.21646440|-73.01538120|243|DORSET
South Village Pond|Lake|43.22785310|-73.01315900|231|DORSET
South Wallingford|Populated Place|43.41284950|-72.99260450|198|WALLINGFORD
South Wardsboro|Populated Place|43.01146840|-72.78342930|489|WARDSBORO
Southern Vermont Art Center|Building|43.18729830|-73.07649360|342|MANCHESTER
Sparks Brook|Stream|43.97506180|-73.03317010|337|RIPTON
Spring Lake|Lake|43.49590330|-72.91899200|452|SHREWSBURY
Spring Pond|Lake|43.83561920|-73.06372340|152|BRANDON
Spruce Hill|Summit|42.81730250|-73.10204890|859|STAMFORD
Spruce Peak|Summit|43.04452190|-73.20927480|919|ARLINGTON
Spruce Peak|Summit|43.18590920|-72.99260290|615|WINHALL
Stacey Mountain|Summit|43.04285670|-72.76509560|585|WARDSBORO
Stamford|Populated Place|42.75619250|-73.06788080|345|STAMFORD
Stamford Stream|Stream|42.87674620|-73.11677180|444|WOODFORD
Stamford Meadows|Swamp|42.82646920|-73.09704880|721|STAMFORD
Stamford Pond|Lake|42.82230280|-73.06510340|722|STAMFORD
Staples Trail|Trail|43.29729620|-72.94093540|928|PERU
Star Lake|Lake|43.41951600|-72.81621080|564|MOUNT HOLLY
Stark Mountain|Summit|44.18422500|-72.92928390|1092|FAYSTON
Starksboro|Populated Place|44.22727820|-73.05734270|185|STARKSBORO
Stave Brook|Stream|44.20950180|-72.96539630|375|STARKSBORO
Steam Mill Brook|Stream|43.77756550|-72.96983150|422|CHITTENDEN
Stetson Brook|Stream|44.08089460|-72.85900210|326|WARREN
Stiles Brook|Stream|43.12535550|-72.64064820|325|TOWNSHEND
Stiles Hill|Summit|43.75784200|-73.11538930|390|BRANDON
Stockbridge|Populated Place|43.78617740|-72.75371500|255|STOCKBRIDGE
Stony Brook|Stream|43.19646470|-73.01760350|220|MANCHESTER
Story Spring Shelter|Locale|43.05035570|-73.01204760|850|SUNDERLAND
Stratton|Populated Place|43.04285620|-72.91093340|598|STRATTON
Stratton Brook|Stream|42.91341200|-73.18510730|255|BENNINGTON
Stratton Hill|Summit|42.91341420|-72.76342830|582|MARLBORO
Stratton Mountain|Summit|43.08646650|-72.92593400|1187|STRATTON
Stratton Mountain Camp|Locale|43.04563370|-72.95537920|703|STRATTON
Stratton Pond|Lake|43.10396610|-72.96982430|780|STRATTON
Streeter Island|Island|43.01980080|-72.94204540|649|SOMERSET
Styles Brook|Stream|43.25285270|-72.88648890|469|PERU
Styles Peak|Summit|43.27368560|-72.93843510|1025|PERU
Sucker Brook|Stream|43.90506240|-73.07316930|173|SALISBURY
Sucker Brook Dam|Dam|43.90228510|-73.04177980|406|SALISBURY
Sucker Brook Shelter|Locale|43.89089710|-72.96788920|815|HANCOCK
Sucker Brook Trail|Trail|43.90006360|-72.98316760|627|HANCOCK
Sugar Hill|Summit|43.91172980|-73.01344620|615|GOSHEN
Sugar Hill Reservoir|Reservoir|43.91450760|-73.00372390|524|GOSHEN
Sugar Hollow Brook|Stream|43.69506640|-73.02316450|117|PITTSFORD
Sugar Hollow Pond|Lake|43.75645420|-73.02816560|225|BRANDON
Sugarloaf Mountain|Summit|44.11228270|-72.87317000|622|WARREN
Summit|Locale|43.44673780|-72.78121010|464|MOUNT HOLLY
Sumner Brook|Stream|42.77285920|-73.04732480|362|STAMFORD
Sunderland|Populated Place|43.11341030|-73.10316090|202|SUNDERLAND
Sunrise Camp|Locale|43.83117580|-72.96038780|781|ROCHESTER
Sunset Hill|Summit|43.91422870|-73.09261440|272|SALISBURY
Swale Meadow|Flat|43.31340700|-72.93482420|823|MOUNT TABOR
Swezey Camp|Locale|43.15007640|-72.99149160|696|WINHALL
Sykes Hollow|Valley|43.30979630|-73.13232830|285|PAWLET
Table Rock|Summit|43.15813210|-73.10371650|632|MANCHESTER
"Tabor| Mount"|Summit|43.28229650|-72.96593590|939|PERU
Taft Brook|Stream|42.94980260|-72.77009530|330|DOVER
Taft Cemetery|Cemetery|43.08896720|-72.69731630|317|TOWNSHEND
Taggart Brook|Stream|43.73478930|-72.73565780|334|STOCKBRIDGE
Talcville|Populated Place|43.85867630|-72.80538450|247|ROCHESTER
Tanner Brook|Stream|43.11674360|-73.10343870|191|SUNDERLAND
Tannery Brook|Stream|43.07202300|-72.71064980|152|TOWNSHEND
Tarbellville|Populated Place|43.40868290|-72.84121140|475|MOUNT HOLLY
Taylor Brook|Stream|43.67256770|-72.78065800|364|KILLINGTON
Taylor Brook|Stream|43.92673060|-72.87733230|313|HANCOCK
Taylors Pinnacle|Summit|43.67534550|-72.76787990|639|KILLINGTON
Telefon Trail|Trail|43.65117910|-72.77510200|492|KILLINGTON
Telephone Gap|Gap|43.75978820|-72.90177370|705|CHITTENDEN
Ten Kilns Brook|Stream|43.35423960|-72.91510180|551|MOUNT TABOR
Tenney Brook|Stream|43.61451240|-72.98955140|163|RUTLAND CITY
Terrible Mountain|Summit|43.31340710|-72.74343000|869|ANDOVER
Texas Brook|Stream|43.94228570|-72.90622220|413|HANCOCK
Texas Falls|Falls|43.93478580|-72.90038850|366|HANCOCK
Texas Gap|Gap|43.97756310|-72.88983360|673|GRANVILLE
Thatcher Brook|Stream|43.95006390|-72.83955400|286|GRANVILLE
"Ball| The"|Summit|43.06229960|-73.19621890|832|ARLINGTON
"Basin| The"|Basin|43.72895550|-72.86677230|678|CHITTENDEN
"Cape| The"|Summit|43.80812060|-72.98649910|797|CHITTENDEN
"Cobble| The"|Summit|44.05867040|-73.09345070|267|BRISTOL
"Darning Needle| The"|Summit|43.73534440|-72.84871640|877|CHITTENDEN
"Dome| The"|Summit|42.77869110|-73.17010630|835|POWNAL
"Elbow| The"|Gap|43.69562270|-72.85593810|590|MENDON
The Elbow|Locale|42.84480190|-73.13705000|714|WOODFORD
"Great Cliff| The"|Cliff|43.84478670|-72.96427710|848|ROCHESTER
The Island|Populated Place|43.25451930|-72.79481980|365|WESTON
"Mettawee| The"|Summit|43.29424090|-73.04260440|852|DORSET
"Natural Turnpike| The"|Gap|44.01617290|-72.96678070|629|RIPTON
"Ox Bow| The"|Cliff|43.34257330|-73.10371690|651|DANBY
"Pinnacle| The"|Summit|43.12452150|-72.85787650|766|JAMAICA
"Scallop| The"|Summit|43.30507420|-73.10899450|706|DORSET
Thendara Camp|Locale|42.84674640|-73.13288320|737|WOODFORD
Third Branch White River|Stream|43.82812230|-72.63287900|159|BETHEL
Thompsonburg|Populated Place|43.20785360|-72.78009690|367|LONDONDERRY
Thompsons Pond|Reservoir|42.78035760|-73.18649560|428|POWNAL
Thousand Acre Hill|Summit|43.77867700|-72.88399590|717|CHITTENDEN
Three Shanties Brook|Stream|43.33285110|-72.92954650|618|MOUNT TABOR
Thunder Head|Summit|43.91756430|-72.83288650|392|HANCOCK
Tidd Hollow|Valley|43.12785470|-73.19455190|252|SANDGATE
Tobey Brook|Stream|42.76897110|-72.93065470|371|READSBORO
Toddy Brook|Stream|43.94367570|-72.74732950|436|BRAINTREE
Townsend Brook|Stream|43.75006650|-72.82066030|280|PITTSFIELD
Townshend|Populated Place|43.04730140|-72.66759310|177|TOWNSHEND
Townshend State Forest|Forest|43.03674600|-72.69176030|324|TOWNSHEND
Trumbull Mountain|Summit|42.98563370|-73.17205170|444|SHAFTSBURY
Tucker Brook|Stream|43.92534180|-72.86594310|305|HANCOCK
Tunnel Brook|Stream|43.91423100|-72.83566430|256|HANCOCK
Tupper|Populated Place|43.80728810|-72.78482740|230|ROCHESTER
Turkey Mountain|Summit|43.13229950|-72.74731780|659|JAMAICA
Turkey Mountain Brook|Stream|43.07618950|-72.74120620|173|JAMAICA
Tweed River|Stream|43.77645530|-72.75343700|221|STOCKBRIDGE
Union Church|Church|44.09255840|-73.10900720|120|NEW HAVEN
Braintree School|School|43.98700850|-72.75233060|243|BRAINTREE
Utley Brook|Stream|43.22785320|-72.81343130|340|LONDONDERRY
Varney Cemetery|Cemetery|44.15783480|-73.10178630|164|BRISTOL
Varney School|School|42.85285690|-73.20371870|242|BENNINGTON
Vermont Thorpe Camp|Locale|43.85617510|-73.00872290|447|GOSHEN
Village Cemetery|Cemetery|44.18589260|-72.82205990|226|WAITSFIELD
Village Cemetery|Cemetery|44.22338940|-73.05678700|199|STARKSBORO
Vose Brook|Stream|42.88924710|-72.95148930|511|SEARSBURG
Voters Brook|Stream|43.91311830|-73.04428010|365|SALISBURY
Wait Cemetery|Cemetery|44.19311470|-72.82039340|210|WAITSFIELD
Waite Brook|Stream|43.02674570|-72.82981970|383|WARDSBORO
Waitsfield|Populated Place|44.19005920|-72.82483790|219|WAITSFIELD
Waitsfield Common|Populated Place|44.19005940|-72.79761520|330|WAITSFIELD
"Waitsfield| Mount"|Summit|44.21450370|-72.75928180|507|WAITSFIELD
Wallingford|Populated Place|43.47173720|-72.97732680|185|WALLINGFORD
